dataset,path,label,dup_group,split,label_conflict
ccsn,ccsn/CCSN_v2/As/As-N121.jpg,As,341,train,False
ccsn,ccsn/CCSN_v2/As/As-N122.jpg,As,342,train,False
ccsn,ccsn/CCSN_v2/As/As-N123.jpg,As,343,train,False
ccsn,ccsn/CCSN_v2/As/As-N124.jpg,As,344,train,False
ccsn,ccsn/CCSN_v2/As/As-N125.jpg,As,345,train,False
ccsn,ccsn/CCSN_v2/As/As-N126.jpg,As,346,test,False
ccsn,ccsn/CCSN_v2/As/As-N127.jpg,As,347,train,False
ccsn,ccsn/CCSN_v2/As/As-N128.jpg,As,348,train,False
ccsn,ccsn/CCSN_v2/As/As-N129.jpg,As,349,train,False
ccsn,ccsn/CCSN_v2/As/As-N130.jpg,As,350,test,False
ccsn,ccsn/CCSN_v2/As/As-N131.jpg,As,351,train,False
ccsn,ccsn/CCSN_v2/As/As-N132.jpg,As,352,train,False
ccsn,ccsn/CCSN_v2/As/As-N133.jpg,As,353,train,False
ccsn,ccsn/CCSN_v2/As/As-N134.jpg,As,354,train,True
ccsn,ccsn/CCSN_v2/As/As-N135.jpg,As,355,train,False
ccsn,ccsn/CCSN_v2/As/As-N136.jpg,As,356,train,True
ccsn,ccsn/CCSN_v2/As/As-N137.jpg,As,357,train,True
ccsn,ccsn/CCSN_v2/As/As-N138.jpg,As,358,train,False
ccsn,ccsn/CCSN_v2/As/As-N139.jpg,As,185,train,True
ccsn,ccsn/CCSN_v2/As/As-N140.jpg,As,360,test,False
ccsn,ccsn/CCSN_v2/As/As-N141.jpg,As,185,train,True
ccsn,ccsn/CCSN_v2/As/As-N142.jpg,As,362,test,False
ccsn,ccsn/CCSN_v2/As/As-N143.jpg,As,363,test,False
ccsn,ccsn/CCSN_v2/As/As-N144.jpg,As,364,train,False
ccsn,ccsn/CCSN_v2/As/As-N145.jpg,As,365,train,True
ccsn,ccsn/CCSN_v2/As/As-N146.jpg,As,366,train,False
ccsn,ccsn/CCSN_v2/As/As-N147.jpg,As,367,train,False
ccsn,ccsn/CCSN_v2/As/As-N148.jpg,As,368,train,True
ccsn,ccsn/CCSN_v2/As/As-N149.jpg,As,369,train,True
ccsn,ccsn/CCSN_v2/As/As-N150.jpg,As,181,train,True
ccsn,ccsn/CCSN_v2/As/As-N151.jpg,As,371,val,False
ccsn,ccsn/CCSN_v2/As/As-N152.jpg,As,372,test,True
ccsn,ccsn/CCSN_v2/As/As-N153.jpg,As,373,train,False
ccsn,ccsn/CCSN_v2/As/As-N154.jpg,As,374,train,False
ccsn,ccsn/CCSN_v2/As/As-N155.jpg,As,375,train,False
ccsn,ccsn/CCSN_v2/As/As-N156.jpg,As,376,test,False
ccsn,ccsn/CCSN_v2/As/As-N157.jpg,As,377,train,False
ccsn,ccsn/CCSN_v2/As/As-N158.jpg,As,378,train,False
ccsn,ccsn/CCSN_v2/As/As-N159.jpg,As,379,train,True
ccsn,ccsn/CCSN_v2/As/As-N160.jpg,As,380,train,False
ccsn,ccsn/CCSN_v2/As/As-N161.jpg,As,381,train,False
ccsn,ccsn/CCSN_v2/As/As-N162.jpg,As,382,val,False
ccsn,ccsn/CCSN_v2/As/As-N163.jpg,As,383,train,False
ccsn,ccsn/CCSN_v2/As/As-N164.jpg,As,384,val,False
ccsn,ccsn/CCSN_v2/As/As-N165.jpg,As,385,test,False
ccsn,ccsn/CCSN_v2/As/As-N166.jpg,As,386,val,False
ccsn,ccsn/CCSN_v2/As/As-N167.jpg,As,387,test,False
ccsn,ccsn/CCSN_v2/As/As-N168.jpg,As,388,train,False
ccsn,ccsn/CCSN_v2/As/As-N169.jpg,As,389,train,False
ccsn,ccsn/CCSN_v2/As/As-N170.jpg,As,390,test,False
ccsn,ccsn/CCSN_v2/As/As-N171.jpg,As,391,train,False
ccsn,ccsn/CCSN_v2/As/As-N172.jpg,As,392,train,False
ccsn,ccsn/CCSN_v2/As/As-N173.jpg,As,393,train,False
ccsn,ccsn/CCSN_v2/As/As-N174.jpg,As,394,train,False
ccsn,ccsn/CCSN_v2/As/As-N175.jpg,As,201,train,True
ccsn,ccsn/CCSN_v2/As/As-N176.jpg,As,396,test,False
ccsn,ccsn/CCSN_v2/As/As-N177.jpg,As,397,test,False
ccsn,ccsn/CCSN_v2/As/As-N178.jpg,As,398,train,False
ccsn,ccsn/CCSN_v2/As/As-N179.jpg,As,399,val,False
ccsn,ccsn/CCSN_v2/As/As-N180.jpg,As,400,val,False
ccsn,ccsn/CCSN_v2/As/As-N181.jpg,As,401,train,False
ccsn,ccsn/CCSN_v2/As/As-N182.jpg,As,402,train,False
ccsn,ccsn/CCSN_v2/As/As-N183.jpg,As,403,val,False
ccsn,ccsn/CCSN_v2/As/As-N184.jpg,As,404,train,False
ccsn,ccsn/CCSN_v2/As/As-N185.jpg,As,405,test,False
ccsn,ccsn/CCSN_v2/As/As-N186.jpg,As,406,train,False
ccsn,ccsn/CCSN_v2/As/As-N187.jpg,As,407,train,False
ccsn,ccsn/CCSN_v2/As/As-N188.jpg,As,408,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N001.jpg,Cb,409,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N002.jpg,Cb,410,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N003.jpg,Cb,411,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N004.jpg,Cb,412,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N005.jpg,Cb,413,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N006.jpg,Cb,414,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N007.jpg,Cb,379,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N008.jpg,Cb,416,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N009.jpg,Cb,417,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N010.jpg,Cb,418,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N011.jpg,Cb,419,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N012.jpg,Cb,420,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N013.jpg,Cb,421,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N014.jpg,Cb,422,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N015.jpg,Cb,423,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N016.jpg,Cb,424,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N017.jpg,Cb,425,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N018.jpg,Cb,426,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N019.jpg,Cb,368,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N020.jpg,Cb,428,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N021.jpg,Cb,429,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N022.jpg,Cb,430,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N023.jpg,Cb,431,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N024.jpg,Cb,432,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N025.jpg,Cb,433,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N026.jpg,Cb,434,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N027.jpg,Cb,435,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N028.jpg,Cb,436,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N029.jpg,Cb,437,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N030.jpg,Cb,438,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N031.jpg,Cb,439,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N032.jpg,Cb,440,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N033.jpg,Cb,441,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N034.jpg,Cb,442,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N035.jpg,Cb,443,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N036.jpg,Cb,444,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N037.jpg,Cb,445,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N038.jpg,Cb,446,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N039.jpg,Cb,447,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N040.jpg,Cb,448,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N041.jpg,Cb,449,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N042.jpg,Cb,450,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N043.jpg,Cb,451,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N044.jpg,Cb,452,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N045.jpg,Cb,453,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N046.jpg,Cb,454,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N047.jpg,Cb,455,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N048.jpg,Cb,456,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N049.jpg,Cb,457,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N050.jpg,Cb,458,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N051.jpg,Cb,459,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N052.jpg,Cb,460,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N053.jpg,Cb,461,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N054.jpg,Cb,462,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N055.jpg,Cb,463,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N056.jpg,Cb,464,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N057.jpg,Cb,465,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N058.jpg,Cb,466,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N059.jpg,Cb,467,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N060.jpg,Cb,468,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N061.jpg,Cb,469,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N062.jpg,Cb,470,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N063.jpg,Cb,471,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N064.jpg,Cb,472,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N065.jpg,Cb,473,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N066.jpg,Cb,474,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N067.jpg,Cb,475,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N068.jpg,Cb,476,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N069.jpg,Cb,477,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N070.jpg,Cb,478,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N071.jpg,Cb,479,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N072.jpg,Cb,480,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N073.jpg,Cb,481,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N074.jpg,Cb,482,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N075.jpg,Cb,483,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N076.jpg,Cb,484,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N077.jpg,Cb,485,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N078.jpg,Cb,486,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N079.jpg,Cb,487,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N080.jpg,Cb,488,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N081.jpg,Cb,489,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N082.jpg,Cb,252,val,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N083.jpg,Cb,491,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N084.jpg,Cb,492,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N085.jpg,Cb,493,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N086.jpg,Cb,494,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N087.jpg,Cb,495,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N088.jpg,Cb,496,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N089.jpg,Cb,497,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N090.jpg,Cb,498,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N091.jpg,Cb,499,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N092.jpg,Cb,500,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N093.jpg,Cb,501,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N094.jpg,Cb,502,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N095.jpg,Cb,503,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N096.jpg,Cb,504,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N097.jpg,Cb,505,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N098.jpg,Cb,506,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N099.jpg,Cb,507,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N100.jpg,Cb,508,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N101.jpg,Cb,509,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N102.jpg,Cb,510,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N103.jpg,Cb,511,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N104.jpg,Cb,512,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N105.jpg,Cb,513,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N106.jpg,Cb,514,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N107.jpg,Cb,515,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N108.jpg,Cb,447,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N109.jpg,Cb,517,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N110.jpg,Cb,518,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N111.jpg,Cb,519,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N112.jpg,Cb,520,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N113.jpg,Cb,521,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N114.jpg,Cb,522,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N115.jpg,Cb,523,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N116.jpg,Cb,524,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N117.jpg,Cb,525,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N118.jpg,Cb,526,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N119.jpg,Cb,527,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N120.jpg,Cb,443,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N121.jpg,Cb,529,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N122.jpg,Cb,530,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N123.jpg,Cb,531,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N124.jpg,Cb,532,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N125.jpg,Cb,533,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N126.jpg,Cb,534,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N127.jpg,Cb,535,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N128.jpg,Cb,536,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N129.jpg,Cb,537,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N130.jpg,Cb,538,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N131.jpg,Cb,539,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N132.jpg,Cb,540,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N133.jpg,Cb,541,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N134.jpg,Cb,542,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N135.jpg,Cb,543,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N136.jpg,Cb,544,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N137.jpg,Cb,545,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N138.jpg,Cb,546,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N139.jpg,Cb,547,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N140.jpg,Cb,548,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N141.jpg,Cb,549,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N142.jpg,Cb,550,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N143.jpg,Cb,551,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N144.jpg,Cb,552,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N145.jpg,Cb,553,test,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N146.jpg,Cb,554,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N147.jpg,Cb,555,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N148.jpg,Cb,556,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N149.jpg,Cb,557,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N150.jpg,Cb,558,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N151.jpg,Cb,559,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N152.jpg,Cb,560,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N153.jpg,Cb,561,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N154.jpg,Cb,562,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N155.jpg,Cb,563,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N156.jpg,Cb,564,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N157.jpg,Cb,565,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N158.jpg,Cb,566,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N159.jpg,Cb,567,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N160.jpg,Cb,568,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N161.jpg,Cb,569,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N162.jpg,Cb,570,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N163.jpg,Cb,571,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N164.jpg,Cb,559,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N165.jpg,Cb,573,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N166.jpg,Cb,574,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N167.jpg,Cb,575,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N168.jpg,Cb,576,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N169.jpg,Cb,577,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N170.jpg,Cb,578,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N171.jpg,Cb,579,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N172.jpg,Cb,580,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N173.jpg,Cb,581,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N174.jpg,Cb,582,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N175.jpg,Cb,583,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N176.jpg,Cb,584,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N177.jpg,Cb,585,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N178.jpg,Cb,586,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N179.jpg,Cb,587,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N180.jpg,Cb,588,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N181.jpg,Cb,589,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N182.jpg,Cb,590,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N183.jpg,Cb,591,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N184.jpg,Cb,592,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N185.jpg,Cb,593,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N186.jpg,Cb,566,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N187.jpg,Cb,595,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N188.jpg,Cb,596,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N189.jpg,Cb,597,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N190.jpg,Cb,598,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N191.jpg,Cb,599,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N192.jpg,Cb,600,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N193.jpg,Cb,601,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N194.jpg,Cb,602,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N195.jpg,Cb,603,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N196.jpg,Cb,604,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N197.jpg,Cb,605,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N198.jpg,Cb,606,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N199.jpg,Cb,607,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N200.jpg,Cb,608,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N201.jpg,Cb,609,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N202.jpg,Cb,610,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N203.jpg,Cb,611,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N204.jpg,Cb,612,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N205.jpg,Cb,613,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N206.jpg,Cb,614,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N207.jpg,Cb,615,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N208.jpg,Cb,616,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N209.jpg,Cb,617,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N210.jpg,Cb,618,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N211.jpg,Cb,619,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N212.jpg,Cb,239,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N213.jpg,Cb,621,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N214.jpg,Cb,622,val,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N215.jpg,Cb,623,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N216.jpg,Cb,624,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N217.jpg,Cb,625,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N218.jpg,Cb,626,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N219.jpg,Cb,627,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N220.jpg,Cb,628,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N221.jpg,Cb,629,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N222.jpg,Cb,630,test,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N223.jpg,Cb,631,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N224.jpg,Cb,632,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N225.jpg,Cb,625,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N226.jpg,Cb,634,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N227.jpg,Cb,635,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N228.jpg,Cb,492,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N229.jpg,Cb,637,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N230.jpg,Cb,638,train,True
ccsn,ccsn/CCSN_v2/Cb/Cb-N231.jpg,Cb,639,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N232.jpg,Cb,640,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N233.jpg,Cb,641,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N234.jpg,Cb,642,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N235.jpg,Cb,643,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N236.jpg,Cb,644,test,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N237.jpg,Cb,645,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N238.jpg,Cb,646,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N239.jpg,Cb,647,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N240.jpg,Cb,481,train,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N241.jpg,Cb,649,val,False
ccsn,ccsn/CCSN_v2/Cb/Cb-N242.jpg,Cb,650,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N001.jpg,Cc,651,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N002.jpg,Cc,652,test,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N003.jpg,Cc,653,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N004.jpg,Cc,654,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N005.jpg,Cc,655,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N006.jpg,Cc,656,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N007.jpg,Cc,657,test,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N008.jpg,Cc,658,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N009.jpg,Cc,659,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N010.jpg,Cc,660,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N011.jpg,Cc,661,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N012.jpg,Cc,662,train,True
ccsn,ccsn/CCSN_v2/Cc/Cc-N013.jpg,Cc,663,val,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N014.jpg,Cc,664,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N015.jpg,Cc,665,test,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N016.jpg,Cc,666,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N017.jpg,Cc,667,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N018.jpg,Cc,668,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N019.jpg,Cc,669,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N020.jpg,Cc,670,test,True
ccsn,ccsn/CCSN_v2/Cc/Cc-N021.jpg,Cc,671,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N022.jpg,Cc,672,train,False
ccsn,ccsn/CCSN_v2/Cc/Cc-N023.jpg,Cc,673,train,True
ccsn,ccsn/CCSN_v2/Cc/Cc-N024.jpg,Cc,674,train,False
