number,state,value,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_alert_recall,user_attrs_fold1_alert_recall,user_attrs_fold1_recall_Extreme,user_attrs_fold1_recall_Very high,user_attrs_fold1_uvi_mae,user_attrs_fold2_alert_recall,user_attrs_fold2_recall_Extreme,user_attrs_fold2_recall_Very high,user_attrs_fold2_uvi_mae,user_attrs_fold3_alert_recall,user_attrs_fold3_recall_Extreme,user_attrs_fold3_recall_Very high,user_attrs_fold3_uvi_mae,user_attrs_recall_Extreme,user_attrs_recall_Very high
77,PRUNED,0.4487609819754135,0.5258673313591236,0.0001927833222130028,0.011489432252147354,10,15.94413942359048,850,0.0006176157808064266,0.0018128670016898788,0.9474617409975975,,0.42291929382093313,0.038461538461538464,0.8073770491803278,0.4487609819754135,,,,,,,,,,
78,PRUNED,0.448319790981834,0.5075795000683027,4.7203632743384965e-05,0.013845650054306949,10,10.267721447262298,850,0.00028369362714449585,0.0039057516923357567,0.8548575296414875,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.448319790981834,,,,,,,,,,
79,PRUNED,0.45172238833228295,0.5843332196916683,0.0001932969029400977,0.011860249782136284,10,10.442571525971978,700,0.0002904279242338522,0.0031340259527849594,0.9131587908049088,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.45172238833228295,,,,,,,,,,
80,PRUNED,0.45077626179902175,0.5884168159394706,8.876999185778685e-05,0.013172670517388038,10,10.745638327805002,800,0.0001839043413048213,0.005429382399331035,0.9335974442159551,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.45077626179902175,,,,,,,,,,
81,PRUNED,0.4484532726748938,0.5025262032300714,3.0318101285123128e-05,0.010629244074195209,9,10.584781364485394,700,0.0005720262941766025,0.0028310330895128084,0.8621285207069622,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4484532726748938,,,,,,,,,,
82,PRUNED,0.45147832644069336,0.581377123783393,1.819324787108007e-05,0.011009478569008795,10,9.41286063765249,750,0.0002177446209437624,0.001404680325315894,0.9098190404449954,,0.4208701134930643,0.038461538461538464,0.8032786885245902,0.45147832644069336,,,,,,,,,,
83,COMPLETE,0.4472991107792132,0.5230125060242226,9.910147944768399e-05,0.010587014027559339,8,11.398495844453814,700,0.0008352935831389224,0.0044597801972520385,0.8813104379011142,0.4484847883549674,0.4290668348045397,0.038461538461538464,0.819672131147541,0.4453569382828299,0.505982905982906,0.2,0.811965811965812,0.5246796125691686,0.41040462427745666,0.0,0.8208092485549133,0.37186078148564083,0.0794871794871795,0.8174823972227555
84,PRUNED,0.44856264111126565,0.5156250787360487,1.3306934409584133e-05,0.020363807979024883,10,19.583929733858835,750,0.000716586536731291,0.004379115693892209,0.9833268339374359,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44856264111126565,,,,,,,,,,
85,PRUNED,0.44815748252422255,0.4552986763899416,1.7092925236724267e-05,0.02066671642335783,10,19.20360297147189,650,0.0004935035869914549,0.002884117595047587,0.9673078307525577,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44815748252422255,,,,,,,,,,
86,PRUNED,0.4500035715848882,0.46019723297896975,8.591290057544934e-05,0.011198408063869176,10,8.876676595805304,750,0.00032702144882790636,0.007746610294704926,0.8604584966237689,,0.4139344262295082,0.0,0.8278688524590164,0.4500035715848882,,,,,,,,,,
87,PRUNED,0.45049805230356943,0.46636529674507626,3.238811221767986e-05,0.021666443645922216,10,23.778169368734606,850,0.0006936988945770914,0.0018452888053150237,0.9886777418751287,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.45049805230356943,,,,,,,,,,
88,PRUNED,0.4551479894835495,0.4276193349784847,1.0385783017328232e-05,0.022375455165314598,10,20.729172963129066,850,0.0010791762959171721,0.0029186497006914824,0.9791916013085472,,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.4551479894835495,,,,,,,,,,
89,PRUNED,0.45057025520964766,0.5101662574925491,3.179659569818646e-05,0.010919272174766969,9,9.355711860815937,850,0.0005524409242873739,0.0010689238355788694,0.901532650605654,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.45057025520964766,,,,,,,,,,
90,PRUNED,0.4501075271420874,0.542851099168612,0.00013073596084632196,0.012296057149315108,10,8.279811442558106,850,0.0005845464760672979,0.00275575566965863,0.9587446343046415,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4501075271420874,,,,,,,,,,
91,PRUNED,0.4509968037439988,0.47070006706313233,4.740880185353898e-05,0.026551539187261452,10,21.482413574980345,800,0.0004460318342789001,0.0012971578887216847,0.989340232673067,,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.4509968037439988,,,,,,,,,,
92,COMPLETE,0.4511399754176401,0.4836308603542817,3.4907079073754377e-05,0.04224431023687856,10,17.37165231926103,700,0.0005584876322079479,0.0017052326429478203,0.9932066510864888,0.44797579737928456,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44728220195440266,0.5238461538461539,0.24,0.8076923076923077,0.5279015019065627,0.3930635838150289,0.0,0.7861271676300579,0.37823622239195476,0.0928205128205128,0.8031310819380563
93,PRUNED,0.44853166744333484,0.46891786257876045,2.308436514543072e-05,0.03421516828501164,10,20.360970083881867,700,0.0010424205614843385,0.002829953043732057,0.9822757016012559,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.44853166744333484,,,,,,,,,,
94,PRUNED,0.44943461468473733,0.5296572361922829,0.00013854139563738654,0.011809596978335864,10,16.26442378489941,800,0.00038636940511303124,0.0018531358125017997,0.9817598573037527,,0.42291929382093313,0.038461538461538464,0.8073770491803278,0.44943461468473733,,,,,,,,,,
95,PRUNED,0.4511429923973898,0.6211767192437428,0.00016116908866989975,0.011002624893140087,10,9.073647628958883,800,0.00020372070231538923,0.0025084140603508272,0.86459984017406,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4511429923973898,,,,,,,,,,
96,PRUNED,0.4499022293792906,0.5188476726165331,0.00016949153065075285,0.012433676265365807,10,15.116832030522623,750,0.0002973196165449883,0.001111128595410181,0.9485382805582298,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4499022293792906,,,,,,,,,,
97,PRUNED,0.4502282943769685,0.5941065730706744,4.8570127304645786e-05,0.010979743071105314,9,9.926760644050965,850,0.0005805814633402226,0.0024694991741767503,0.8731089390128176,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4502282943769685,,,,,,,,,,
98,COMPLETE,0.44775681915446186,0.5400509398509095,0.00014948112427222592,0.010390701332328119,9,8.189918111116054,850,0.0005242678101165896,0.005060529309093402,0.8942574120365169,0.44255285287693136,0.424968474148802,0.038461538461538464,0.8114754098360656,0.44566029430109816,0.5038461538461538,0.2,0.8076923076923077,0.525066305274822,0.3988439306358382,0.0,0.7976878612716763,0.3725438578874653,0.0794871794871795,0.8056185262666832
99,PRUNED,0.4508096656710759,0.4612286575141904,2.3439785411031616e-05,0.012631690920299431,10,14.080378792311047,750,0.0006894394658320547,0.0028730070055965422,0.9917647616088399,,0.41188524590163933,0.0,0.8237704918032787,0.4508096656710759,,,,,,,,,,
